ID,Place,Place,Place,Coordinates,Type,Region,Texts related (lookup),MSS related (lookup)
LOC5182Qarnaw,Qarnaw,,,,pl.n.,,,
LOC5183Qarraq,Qarraqore,,,,pl.n.,,,
LOC5184Qarsa,Qärsa,,,,riv.,,,
LOC5185Qartmi,Qartmin,,,,mon.,,,
LOC5186QaSral,Qaṣr al-ʿAynī,,,,hospital,,,
LOC5187QaSras,Qaṣr aš-Šām,,,,mon.,,,
LOC5188QayDab,Qay Däbrä Maryam,,,,mon.,,,
LOC5189Qaryat,Qaryaṯēn,,,,pl.n.,,,
LOC5190QastaA,Qästä Agam,,,,reg.,,,
LOC5191Qata,Qata,,,,pl.n.,,,
LOC5192Qata,Qaṭʿa,,,,pl.n.,,,
LOC5193Qataba,Qatabān,,,,state,,,
LOC5194Qataba,Qatäbarä,,,,pl.n.,,,
LOC5195Qatbar,Qaṭbäre,,,,settl.,,,
LOC5196Qatte,Qäṭṭe,,,,pl.n.,,,
LOC5197Qawat,Qäwät,Qäwǝt,,,reg.,,,
LOC5198Qaween,Qaweena,,,,reg.,,,
LOC5199QayaGa,Qäya Gäbrel,,,,district,,,
LOC5200QayyAf,Qäyy Afär,,,,settl.,,,
LOC5201Qayyeh,Qäyyǝḥ Ḵor,,,,pl.n.,,,
LOC5202Qazwin,Qazwīn,,,,pl.n.,,,
LOC5203Qebat,Qǝbät,,,,pl.n.,,,
LOC5204Qebes,Qebeš,,,,pl.n.,,,
LOC5205Qeda,Qǝda,,,,reg.,,,
LOC5206Qefrey,Qǝfrǝya,,,,pl.n.,,,
LOC5207Qembeb,Qǝmbǝbit,,,,settl.,,,
LOC5208Qembwa,Qǝmbwat,,,,pl.n.,,,
LOC5209Qemer,Qǝmǝr,,,,pl.n.,,,
LOC5210Qere,Qǝre,,,,reg.,,,
LOC5211Qesawe,Qesawǝsta,,,,riv.,,,
LOC5212Qesenn,Qǝsǝnnät Ǝstifanos,,,,pl.n.,,,
LOC5213Qesran,Qǝsran,,,,bibl.,,,
LOC5214QetAbb,Qeṭ Abbo,,,,church,,,
LOC5215Qeto,Qeto,,,,pl.n.,,,
LOC5216Qetwa,Qeṭwa,,,,reg.,,,
LOC5217Qift,Qifṭ,,,,pl.n.,,,
LOC5218Qilti,Qilti,,,,riv.,,,
LOC5219Qimana,Qimān al-ʿArūs,,,,pl.n.,,,
LOC5220Qina,Qina,,,,pl.n.,,,
LOC5221Qinna,Qinna,,,,riv.,,,
LOC5222Qirqos,Qirqos,,,,church,Agula,,
LOC5223Qirqos,Qirqos,,,,church,Gayǝnt,,
LOC5224Qirqos,Qirqos,,,,church,Wänḉi,,
LOC5225Qirqos,Qirqos Ṣäba ʿAyna,,,,church,,,
LOC5226Qoba,Qoba,,,,wär.,,,
LOC5227Qobbo,Qobbo,Qobo,,,reg.,,,
LOC5228Qobbo,Qobbo,,,,town,,,
LOC5229Qoga,Qoga,,,,town,,,
LOC5230Qogo,Qogo,,,,reg.,,,
LOC5231QogoMi,Qogo Mikaʾel,,,,church,,,
LOC5232Qohayt,Qoḥayto,,,,plateau,,,
LOC5233Qol,Qol,,,,pl.n.,,,
LOC5234Qolito,Qoliṭo,,,,town,,,
LOC5235Qoma,Qoma,,,,pl.n.,,,
LOC5236QomaFa,Qoma Fasilädäs,,,,mon.,,,
LOC5237Qonnat,Qonnät,,,,pl.n.,,,
LOC5238Qoqa,Qoqa,,,,lake,,,
LOC5239Qoqhen,Qoqḥǝna,,,,pl.n.,,,
LOC5240Qoholo,Qoholo Yoḥannǝs,,,,church,,,
LOC5241QorSah,Qor Sähune,,,,arch. site,,,
LOC5242Qorany,Qoranyale,,,,pl.n.,,,
LOC5243Qorare,Qorare,,,,pl.n.,,,
LOC5244Qorqor,Qorqor,Qwärqwär,,,mt.,,,
LOC5245Qorqor,Qorqor Danǝʾel,Däbrä Danǝʾel Qorqor,Qwärqwär Danǝʾel,,chapel,,,
LOC5246Qorqor,Qorqor Maryam,Däbrä Maryam Qorqor,,,mon.,,,
LOC5247Qorrah,Qorrahe,,,,pl.n.,,,
LOC5248Qose,Qose,,,,town,,,
LOC5249Qoseya,Qosǝyat,Qusya,Qosya,,pl.n.,,,
LOC5250QubQub,Qub Qub,,,,pl.n.,,,
LOC5251Qubba,Qubba,Gubba,,,reg.,,,
LOC5252Qubbe,Qubbe,,,,pl.n.,,,
LOC5253Quca,Qučä,,,,pl.n.,,,
LOC5254alQula,al-Qulays,,,,pl.n.,,,
LOC5255Qulleb,Qullǝbi,,,,settl.,,,
LOC5256Qulleb,Qullǝbi Gäbrǝʾel,Kullubi Gabriel,Gullubi,,mon.,,,
LOC5257Qulull,Qululli,,,,pl.n.,,,
LOC5258Qumbaa,Qumbaabii,,,,town,,,
LOC5259Qumis,Qūmis,,,,pl.n.,,,
LOC5260Qumran,Qumran,,,,caves,,,
LOC5261Qunala,Qunäla Giyorgis,,,,mon.,,,
LOC5262QuroGa,Quro Gädäl,,,,pl.n.,,,
LOC5263QuS,Qūṣ,,,,pl.n.,,,
LOC5264Qusat,Qušät,Qwǝšät,,,pl.n.,,,
LOC5265QuSayr,Quṣayr,Quṣayr al-Qadīm,,,pl.n.,,,
LOC5266QuSayr,Quṣayr ʿAmra,,,,pl.n.,,,
LOC5267alQuSi,al-Qūṣiyya,,,,town,,,
LOC5268Qustul,Qusṭul,,,,pl.n,,,
LOC5269Qutca,Qutča,,,,reg.,,,
LOC5270Qwaat,Qwäʾat,,,,pl.n.,,,
LOC5271Qwahay,Qwäḥayn,,,,reg.,,,
LOC5272Qwalaz,Qwäläzen,,,,pl.n.,,,
LOC5273Qwalem,Qwälema,,,,riv.,,,
LOC5274Qwalis,Qwalisa,,,,pl.n.,,,
LOC5275Qwalla,Qwälla Däbba,,,,town,,,
LOC5276Qwalla,Qwälla Damot,Qwälla Däga Damot,,,awr.,,,
LOC5277Qwalla,Qwälla Säraye,,,,reg.,,,
LOC5278Qwalla,Qwälla Tämben,,,,wär.,,,
LOC5279Qwalla,Qwälla Wägära,,,,reg.,,,
LOC5280Qwalla,Qwälläla,,,,pl.n.,,,
LOC5281Qwalqw,Qwalqwala Giyorgis,,,,church,,,
LOC5282QwamiC,Qwami Ḉärq,,,,cave,,,
LOC5283Qwante,Qwante Sǝgba,,,,pl.n.,,,
LOC5284Qwara,Qwara,,,,reg.,,,
LOC5285QwaraO,Qwara-Omedla,,,,wär.,,,
LOC5286Qwarac,Qwäraḉa,Qwäräṭa,,,reg.,,,
LOC5287Qwarra,Qwärraro,,,,reg.,Tǝgray,,
LOC5288Qwarta,Qwärtamit,,,,arch. site,,,
LOC5289Qwat,Qwat,,,,mon.,,,
LOC5290QwayaS,Qwäyäṣa,,,,mt.,,,
LOC5291Qwendi,Qwǝndi,Qundi,,,mt.,,,
LOC5292Qwendi,Qwǝndi Giyorgis,Qundi Giyorgis,,,church,,,
LOC5293Qwenze,Qwǝnzǝla,Dǝngǝl Bärr,,,reg.,,,
LOC5294Qwerar,Qwǝraro,Qoraro,,,mt.,,,
LOC5295Qwerar,Qwǝraro Gäbrä Mikaʾel,,,,church,,,
LOC5296Qwerar,Qwǝraro Giyorgis,,,,church,,,
LOC5297Qwerar,Qwǝraro Maryam,,,,church,,,
LOC5298Qwesqw,Qwǝsqwam,Qusqam,Coscam,,pl.n.,,,
LOC5299Qweter,Qwǝtǝrǝh,,,,pl.n.,,,
LOC5300Qwez,Qwǝz,,,,kingdom,,,
LOC5301Raca,Rača,,,,pl.n.,,,
LOC5302Radame,Radamer,,,,pl.n.,,,
LOC5303Radman,Radmān,,,,reg.,,,
LOC5304Rahayt,Raḥayta,Raḥaytó,,,town,,,
LOC5305RabKen,Raḇ Kennārē,,,,mon.,,,
LOC5306Rabai,Rabai,,,,pl.n.,,,
LOC5307RabbiA,Räbbi Aryänni,,,,pl.n.,,,
LOC5308Rahla,Raḫla,,,,pl.n.,,,
LOC5309Raka,Raka,,,,is.,,,
LOC5310Rama,Rama,,,,settl.,,,
LOC5311RamaKi,Rama Kidanä Mǝḥrät,,,,mon.,,,
LOC5312Ramis,Ramis,,,,riv.,,,
LOC5313Randa,Randá,,,,pl.n.,,,
LOC5314Raqqa,Raqqa,,,,pl.n.,,,
LOC5315RasAli,Ras ʿAli,,,,pl.n.,,,
LOC5316RasalF,Ras al-Fīl,,,,reg.,,,
LOC5317RasAra,Ras ʿĀra,,,,pl.n.,,,
LOC5318RasarR,Ras ar-Raml,,,,is.,,,
LOC5319RasDar,Ras Darma,,,,pl.n.,,,
LOC5320RasDas,Ras Dašän,,,,mt.,,,
LOC5321RasKas,Ras Kasar,,,,pl.n.,,,
LOC5322RasLom,Ras Lōma,,,,pl.n.,,,
LOC5323RasMed,Ras Mǝdr,,,,pl.n.,,,
LOC5324RasMuh,Raʾs Muḥammad,,,,pl.n.,,,
LOC5325RasSin,Ras Sintyān,,,,pl.n.,,,
LOC5326RasTar,Ras Tarma,,,,pl.n.,,,
LOC5327RasTas,Ras Täsämma Säfär,,,,pl.n.,,,
LOC5328Rasa,Rasa,,,,reg.,,,
LOC5329Rassa,Rassa,,,,pl.n.,,,
LOC5330Rasun,Rasūn,,,,town,,,
LOC5331Ravenn,Ravenna,,,,city,,,
LOC5332Raybun,Raybūn,,,,pl.n.,,,
LOC5333Raydan,Raydān,RYDN,Räydan,,kingdom,,,
LOC5334Raysut,Raysūt,,,,port,,,
LOC5335RayyaA,Rayya ʿAzäbo,,,,awr.,,,
LOC5336RayyaQ,Rayya Qobbo,,,,awr.,,,
LOC5337RayyaZ,Rayya Zobǝl Qoba,,,,wär.,,,
LOC5338Rebb,Rǝbb,Reb,,,riv.,,,
LOC5339RedSea,Red Sea,,,,sea,,,
LOC5340Rema,Rema,Remha,,,is.,,,
LOC5341RemaMa,Rema Mädḫane ʿAläm,,,,church,,,
LOC5342Reqqe,Rǝqqe,,,,pl.n.,,,
LOC5343Reval,Reval,,,,town,,,
LOC5344Rhaith,Rhaïthoû,,,,reg.,,,
LOC5345Rhapta,Rhapta,,,,town,,,
LOC5346Rhodes,Rhodes,,,,is.,,,
LOC5347Rhodes,Rhodesia,,,,country,,,
LOC5348Rhomai,Rhōmaikòn empórion,,,,pl.n.,,,
LOC5349Riaiya,Riāʿīya,,,,is.,,,
LOC5350Ribe,Ribe,,,,town,,,
LOC5351Rieti,Rieti,,,,town,,,
LOC5352Rifaiy,Rifāʿīya,,,,is.,,,
LOC5353Riga,Riga,,,,town,,,
LOC5354alRih,al-Rīh,Ayrī,,,is.,,,
LOC5355Rimini,Rimini,,,,town,,,
LOC5356Rin,Rīn,,,,town,,,
LOC5357Rinzaf,Rinzaf,,,,riv.,,,
LOC5358RiodeJ,Rio de Janeiro,,,,town,,,
LOC5359RiodeO,Rio de Oro,,,,town,,,
LOC5360Ripa,Ripa,,,,pl.n.,,,
LOC5361Riyad,Riyāḍ,,,,town,,,
LOC5362Riyam,Riyām,,,,pl.n.,,,
LOC5363Robee,Robee,Roobee,,,town,,,
LOC5364Robi,Robi,,,,pl.n.,,,
LOC5365Robi,Robi,,,,riv.,,,
LOC5366RobiSa,Robi Šano,,,,pl.n.,,,
LOC5367Robit,Robit,,,,pl.n.,,,
LOC5368RobitG,Robit Gäbäya,,,,area,,,
LOC5369Robra,Robra,,,,reg.,,,
LOC5370Roge,Roge,,,,pl.n.,,,
LOC5371Rohaba,Roḥabäyta,,,,pl.n.,,,
LOC5372Rom,Rom,,,,bibl.,,,
LOC5373Romani,Romania,,,,country,,,
LOC5374Rome,Rome,,,,town,,,
LOC5375Rora,Rora,,,,pl.n.,,,
LOC5376RoraBa,Rora Baqla,,,,mt.,,,
LOC5377RoraHa,Rora Ḥabab,,,,mt.,,,
LOC5378RoraHo,Rora Ho,,,,pl.n.,,,
LOC5379RoraLa,Rora Laba,,,,pl.n.,,,
LOC5380Roseir,Roseires,,,,pl.n.,,,
LOC5381RubaHa,Ruba Ḥaddas,,,,pl.n.,,,
LOC5382RubaKo,Ruba Kodo,,,,pl.n.,,,
LOC5383RubaKw,Ruba Kwǝsa,,,,settl.,,,
LOC5384RubaKw,Ruba Kwǝsa Giyorgis,,,,church,,,
LOC5385RubaWa,Ruba Wayni,,,,pl.n.,,,
LOC5386RueilM,Rueil-Malmaison,,,,pl.n.,,,
LOC5387arRuha,ar-Ruhāʾ,Urfa,,,pl.n.,,,
LOC5388Runtun,Runtuna,,,,pl.n.,,,
LOC5389Russia,Russia,,,,country,,,
LOC5390Saati,Säʿati,Säḥati,,,pl.n.,,,
LOC5391Saati,Säʿaṭi,Säḥati,,,riv.,,,
LOC5392Saawee,Saaweer,,,,pl.n.,,,
LOC5393Saazza,Ṣäʿazzäga,Ṣǝʿazzäga,,,settl.,,,
LOC5394Saazza,Ṣäʿazzäga Giyorgis,,,,church,,,
LOC5395Saba,Sabaʾ,Sǝḇāʾ,,,kingdom,Yemen,,
LOC5396Sabarg,Säbarguma,,,,pl.n.,Ethiopia,,
LOC5397Saba,Säbʾa,Sǝbʾa,,,pl.n.,Eritrea,,
LOC5398Saba,Šäbä,,,,pl.n.,Goǧǧam,,
LOC5399Sabal,Šäbäl,,,,pl.n.,Wälläga,,
LOC5400Sabarg,Säbarguma,,,,pl.n.,,,
LOC5401Sabata,Sábata,,,,city,Šabwa,,
LOC5402Sabatt,Säbätta,Sabbata,Säbäta,,town,,,
LOC5403Sabatt,Säbättä Betä Dänagǝl,,,,mon.,,,
LOC5404Sabaya,Sabaya,,,,pl.n.,,,
LOC5405Sabeit,Šabeit,,,,pl.n.,,,
LOC5406Sabi,Sabi,,,,town,,,
LOC5407Sabir,Sābir,,,,pl.n.,,,
LOC5408Dabri,Ḍäbri,,,,wär.,,,
LOC5409Sabwa,Šabwa,Šabwat,,,pl.n.,,,
LOC5410Sada,Šada,,,,pl.n.,Käfa,,
LOC5411Sadadd,Saʿdaddīn,,,,is.,,,
LOC5412Sadaho,Šädäho,,,,reg.,,,
LOC5413Sadaqa,Sädäqäbäba,,,,reg.,,,
LOC5414Sadata,Sadatana Mädḫane ʿAläm,,,,church,,,
LOC5415Saday,Saday,,,,riv.,,,
LOC5416Sadaya,Ṣädäya,,,,pl.n.,,,
LOC5417Sadda,Ṣädda,Ṭädda,Säda,,pl.n.,,,
LOC5418SaddaE,Ṣädda Ǝgziabǝḥer Ab,Ṭädda Ǝgziabǝḥer Ab,,,church,,,
LOC5419Sadder,Sadderro,,,,mt.,,,
LOC5420Saddle,Saddle Hill,,,,pl.n.,,,
LOC5421Saddo,Saddo,Śädo,,,reg.,,,
LOC5422Sadeca,Ṣädeča,Ṭädeča Aysut Abräham,,,is.,,,
LOC5423Sadeca,Ṣädeča Abräham,,,,church,,,
LOC5424SadiGu,Sadi Guma,,,,pl.n.,,,
LOC5425SaedaE,Ṣäʿǝda Ǝmba,Ṣäʿda Ǝmba,,,pl.n.,Ḥamasen,,
LOC5426SaedaE,Ṣäʿǝda Ǝmba,Ṣäʿda Ǝmba,,,pl.n.,Šire,,
LOC5427SaedaE,Ṣäʿǝda Ǝmba Śǝllase,Däbrä Śǝllase,Ṣäʿda Ǝmba Śǝllase,,mon.,,,
LOC5428SaedaK,Ṣäʿǝda Krǝstiyan,Ṣaʿda Krǝstiyan,,,settl.,,,
LOC5429SaedaM,Ṣäʿǝda Mǝdri,Ṣäʿda Mǝdri,,,pl.n.,,,
LOC5430SaedaZ,Ṣäʿǝda Zäga,Ṣäʿda Zäga,,,reg.,Ḥamasen,,
LOC5431Saese,Saʾǝsǝʾ,,,,pl.n.,,,
LOC5432SaeseA,Saʾǝse Arbaʿǝtu Ǝnsǝsa,,,,church,,,
LOC5433SaetMa,Saʿǝt Maryam,,,,church,,,
LOC5434Saf,Saf,,,,reg.,,,
LOC5435Safa,Säfʾa,,,,reg.,Ḥamasen,,
LOC5436Safaho,Safaho,,,,pl.n.,,,
LOC5437Safed,Safed,,,,town,,,
LOC5438SafejY,Safǝǧ Yoḥannǝs,,,,church,,,
LOC5439Saffea,Säffǝʾa,,,,reg.,Säraye,,
LOC5440Safi,Šāfī,,,,pl.n.,,,
LOC5441Safii,Šāfiʿī,Dhofar,,,reg.,,,
LOC5442Safra,Safra,Safira,Safǝra,,settl.,,,
LOC5443Sagade,Ṣägade,Ṭägäde,Ṣägädä,,reg.,,,
LOC5444Sagadi,Sägädit,,,,pl.n.,,,
LOC5445Sagak,Sagak,,,,pl.n.,,,
LOC5446Sagale,Sägäle,Sägälle,,,pl.n.,,,
LOC5447Sagall,Sāgállu,Sagallo,,,pl.n.,,,
LOC5448Sagana,Sägänäyti,,,,pl.n.,,,
LOC5449Sagana,Sägänäyti Qǝddus Mikaʾel,,,,church,,,
LOC5450Sagara,Sägarat,,,,pl.n.,,,
LOC5451Sagaro,Ṣägäro,,,,pl.n.,,,
LOC5452Sagat,Sägät,,,,pl.n.,,,
LOC5453Sagla,Sägla,,,,pl.n.,,,
LOC5454Sagla,Šägla,,,,pl.n.,,,
LOC5455Saglam,Säglamen,,,,pl.n.,,,
LOC5456Saglat,Šaglät,,,,pl.n.,,,
LOC5457Sagli,Sägli,,,,pl.n.,,,
LOC5458SagliG,Sägli Giyorgis,,,,church,,,
LOC5459SagliM,Sägli Maryam,,,,church,,,
LOC5460Sagoda,Sägoda Maryam,,,,church,,,
LOC5461Saha,Saḫā,,,,pl.n.,,,
LOC5462Saha,Šäḥa,,,,riv.,,,
LOC5463Sahafo,Ṣaḥafo,,,,pl.n.,,,
LOC5464Sahala,Sähala,Sahalla,,,reg.,,,
LOC5465Sahara,Sahara,,,,desert,,,
LOC5466Sahara,Šahāra,,,,settl.,,,
LOC5467Sahart,Säḥart,Sart; Säḥarti,Sarte,,prov.,,,
LOC5468Sahart,Säḥart Ǝnda Iyäsus,,,,church,,,
LOC5469Sahati,Sahati,Säḥaṭi,Saʿaṭi,,pl.n.,,,
LOC5470Sahel,Saḥǝl,,,,reg.,,,
LOC5471Sahya,Sahya,,,,pl.n.,,,
LOC5472Sakara,Ṣakara,,,,pl.n.,,,
LOC5473Sakina,Sakina,,,,hill,,,
LOC5474Sakiss,Šakisso,,,,pl.n.,,,
LOC5475Sala,Šala,,,,lake,,,
LOC5476Salaba,Säläba,,,,mt.,,,
LOC5477SalaDa,Sälaʿ Daʿro,Sälaʿǝ Daʿǝro,,,settl.,,,
LOC5478Salaf,Salaf,,,,pl.n.,,,
LOC5479Salakl,Säläklǝḵa,Säläḵlaḵa,,,pl.n.,,,
LOC5480SalalK,Säläl Kulla,,,,mon.,,,
LOC5481Salala,Ṣalāla,Ṣalālah,al-Bālid,,pl.n.,Oman,,
LOC5482Salale,Sälale,,,,reg.,,,
LOC5483Salama,Sälamago,,,,wär.,,,
LOC5484Salamg,Sälamge,,,,mon.,,,
LOC5485Salaql,Säläqläqa,,,,pl.n.,,,
LOC5486Salawa,Säläwa,Salaoa,,,reg.,,,
LOC5487Salaye,Sälayǝš Säfär,,,,pl.n.,,,
LOC5488Salem,Salem,,,,city,,,
LOC5489Salet,Ṣalet,,,,riv.,,,
LOC5490Salf,Sälf,,,,pl.n.,,,
LOC5491Salhen,Sälḥen,Silḥīn; Salḥīn,SLḤN,,pl.n.,,,
LOC5492Sali,Šali,Šālī al-Fīl,,,town,,,
LOC5493Salima,Salima,,,,riv.,,,
LOC5494Salla,Šalla,,,,settl.,,,
LOC5495SallaD,Sälla Dǝngay,Sälla Dängiya,,,town,,,
LOC5496SallaD,Sälla Dǝngay Marqos,,,,church,,,
LOC5497Sallal,Sällälkulla,,,,mon.,,,
LOC5498Sallam,Ṣällämt,,,,reg.,,,
LOC5499SalleN,Salle Noono,,,,district,,,
LOC5500Sallem,Ṣällǝma,Ṣällima,,,reg.,,,
LOC5501Salli,Sälli,,,,pl.n.,,,
LOC5502Dallim,Ḍällim Bet,,,,reg.,,,
LOC5503Sallim,Ṣällim Ǝmni,,,,pl.n.,,,
LOC5504Salo,Salò,,,,pl.n.,,,
LOC5505Salona,Salona,,,,pl.n.,,,
LOC5506Sam,Šām,,,,pl.n.,,,
LOC5507Sama,Šama,,,,pl.n.,Malo,,
LOC5508Sama,Šama,,,,pl.n.,Ubanär,,
LOC5509Samama,Sämäma,Sämäna,,,district,,,
LOC5510Samanj,Šamanǧūd,,,,pl.n.,,,
LOC5511Samann,Sämʿanna,,,,pl.n.,,,
LOC5512Samara,Sämära,,,,mt.,,,
LOC5513Samari,Samaria,,,,pl.n.,,,
LOC5514Samark,Samarkand,,,,city,,,
LOC5515Samarm,Sämärma,,,,riv.,,,
LOC5516Samaru,Samārum,,,,pl.n.,,,
LOC5517Samaya,Samayata,,,,pl.n.,,,
LOC5518Sambal,Sämbäl,Kušät,,,pl.n.,,,
LOC5519Sambal,Ṣämbäla,,,,reg.,,,
LOC5520Sambat,Sambatyn,,,,riv.,,,
LOC5521Sambu,Šambu,,,,town,,,
LOC5522Sambuk,Šambuko,,,,pl.n.,,,
LOC5523Samha,Samha,,,,is.,,,
LOC5524Samhar,Sämhar,,,,reg.,,,
LOC5525Samidi,Sämidi,Samidi,,,town,,,
LOC5526Samma,Šämma,,,,riv.,,,
LOC5527Samoti,Samoti,,,,area,,,
LOC5528Samre,Samre,,,,town,,,
LOC5529Samu,Sámu,,,,pl.n.,,,
LOC5530Sana,Ṣana,,,,district,,,
LOC5531Sana,Ṣanʿāʾ,Ṣanaʿāʾ,,,town,,,
LOC5532Sanaag,Sanaag,,,,reg.,,,
LOC5533Sanabu,Sanaʿbūri,Sanabour,,,is.,,,
LOC5534Sanafe,Sänʿafe,,,,reg.,,,
LOC5535Sanale,Sänale,,,,settl.,,,
LOC5536Sanan,Šänan,,,,reg.,,,
LOC5537Sanbat,Sänbäte,Ṭǝnaye,,,town,,,
LOC5538Sanbur,Sanbur,,,,reg.,,,
LOC5539Sandaf,Sandafaa,Sändafa,,,pl.n.,,,
LOC5540Sandaq,Sandaq,Sadiq,Sardoc,,pl.n.,,,
LOC5541Sandi,Šandī,,,,pl.n.,,,
LOC5542Sanga,Sanga,,,,pl.n.,,,
LOC5543Sangma,Šangma,,,,town,,,
LOC5544Sanhit,Sänḥit,Sanaḥīt,,,prov.,,,
LOC5545SaniTo,Šañi Tōya,,,,pl.n.,,,
LOC5546Saniko,Ṣaniko,,,,reg.,,,
LOC5547Sankil,Sankil,,,,pl.n.,,,
LOC5548Sankor,Šänkorge,,,,riv.,,,
LOC5549Sankur,Sankura,,,,reg.,,,
LOC5550SannoG,Säñño Gäbäya,,,,district,,,
LOC5551Sano,Šano,Šanoo,,,pl.n.,,,
LOC5552Sanqa,Sanqa,,,,pl.n.,,,
LOC5553Sapa,Sapa,,,,pl.n.,,,
LOC5554Sapa,Šapa,,,,riv.,,,
LOC5555Sapalo,Saaloo,,,,pl.n.,,,
LOC5556Sappa,Sappa,,,,town,,,
LOC5557Saqala,Säqäla Wärka,,,,pl.n.,,,
LOC5558Saqalt,Säqält,,,,reg.,,,
LOC5559Saqota,Säqoṭa,,,,town,,,
LOC5560Saqqa,Saqqa,,,,town,,,
LOC5561Saqqal,Ṣäqqält,,,,pl.n.,,,
LOC5562Saqut,Säqut,,,,pl.n.,,,
LOC5563Saqwar,Säqwar Kidanä Mǝḥrät,Ṣaqwal,,,mon.,Waldǝbba,,
LOC5564Sar,Šar,,,,riv.,,,
LOC5565SarAmb,Sar Amba,,,,pl.n.,,,
LOC5566SarEmb,Šär Ǝmba,,,,pl.n.,,,
LOC5567SarSaf,Sar Säfär,,,,pl.n.,,,
LOC5568SarWeh,Sar Wǝha,,,,pl.n.,,,
LOC5569Sarabb,Sarʿabbáy,,,,is.,,,
LOC5570Sarait,Sär򠊿aʿit,,,,mt.,,,
LOC5571Sarara,Šärara,,,,pl.n.,,,
LOC5572Sarat,Sarat,,,,mt.,Ḥamasen,,
LOC5573Sarat,Sarāt,,,,reg.,Yemen,,
LOC5574Sarawo,Säräwos,,,,reg.,,,
LOC5575Saraye,Säraye,Särawe,Säraʾe,,reg.,,,
LOC5576Sarbak,Sarbakusa,Sarbakwǝsa,,,pl.n.,,,
LOC5577Sard,Särd,,,,reg.,,,
LOC5578Sarda,Särda,,,,reg.,,,
LOC5579Sardin,Sardinia,,,,is.,,,
LOC5580Sardo,Sardo,,,,pl.n.,,,
LOC5581Sarha,Šarḫa,Särka; Šarḥā,Šarka,,reg.,,,
LOC5582Sarka,Särka,,,,pl.n.,Goǧǧam,,
LOC5583Sarmat,Särmat,,,,pl.n.,,,
LOC5584Saro,Saro,,,,arch. site,,,
LOC5585Saroyt,Sāroytá,,,,pl.n.,,,
LOC5586Sarzan,Sarzäna Mikaʾel,,,,church,,,
LOC5587Sasa,Šaša,,,,settl.,,,
LOC5588Sasama,Šašämäne,Shaashamane,,,town,,,
LOC5589SaSara,Ṣäṣärat,,,,pl.n.,,,
LOC5590Sasima,Sasima,,,,pl.n.,,,
LOC5591Sasu,Sasu,Sasou,,,pl.n.,,,
LOC5592Sassab,Sassabanee,Sassabaneh,,,town,,,
LOC5593Sat,Šat,,,,pl.n.,,,
LOC5594Satant,Sätanta Oto,,,,pl.n.,,,
LOC5595Satila,Satila Maryam,,,,church,,,
LOC5596SatitH,Sätit Humära,,,,wär.,,,
LOC5597Sawa,Šäwa,,,,prov.,,,
LOC5598SawaBe,Šäwa Benḉ,,,,town,,,
LOC5599SawaRo,Šäwa Robit,,,,town,,,
LOC5600Sawabi,Sawabi,,,,is.,,,
LOC5601Sawaki,Sawākin,Sevvakin,Suakin,,port,,,
LOC5602Sawana,Ṣäwänä Maryam,,,,church,,,
LOC5603Sawar,Sawār,,,,town,,,
LOC5604Sawia,Šawia,,,,pl.n.,,,
LOC5605SawneM,Ṣawne Maryam,Däbrä Maryam Ṣawne,,,church,,,
LOC5606SawneQ,Ṣawne Qirqos,,,,church,,,
LOC5607Sawra,Šäwra,,,,town,,,
LOC5608Sawwa,Sawwā,Sáuē,,,pl.n.,,,
LOC5609Say,Šay,Baso,,,riv.,,,
LOC5610SaydaK,Sayda Kidanä Mǝḥrät,,,,church,,,
LOC5611Saydna,Ṣaydnāyā,Sardenai; Saidanaya,Ṣedenya,,mon.,,,
LOC5612Sayent,Sayǝnt,Amhara Sayǝnt,,,reg.,,,
LOC5613SayhSa,Šayḫ Saʿīd Ǧazīra,,,,is.,,,
LOC5614asSayh,aš-Šayḫ Saʿīd,,,,pl.n.,,,
LOC5615SayhUm,Šayḫ ʿUmar,,,,ziyāra,,,
LOC5616SayhZe,Šayḫ Zerbay,,,,settl.,,,
LOC5617Sayna,Šayna,,,,riv.,,,
LOC5618Scotla,Scotland,,,,reg.,,,
LOC5619Seattl,Seattle,,,,city,,,
LOC5620SebSal,Šeb Sälläba,,,,pl.n.,,,
LOC5621Sebast,Sebaste,,,,pl.n.,,,
LOC5622SeberS,Šǝbǝr Šǝge,,,,pl.n.,,,
LOC5623Sebeto,Sǝbʿeto,,,,pl.n.,,,
LOC5624Șebink,Șebinkarahisar,,,,pl.n.,,,
LOC5625SedMar,Ṣǝd Maryam,,,,church,,,
LOC5626Seda,Seda,Sida,,,riv.,,,
LOC5627SedadK,Sǝdäd Kula,,,,mon.,,,
LOC5628Sedom,Šedom,,,,pl.n.,,,
LOC5629Seeb,Šǝʿǝb,,,,pl.n.,,,
LOC5630Seert,Seʿert,,,,pl.n.,,,
LOC5631Seesdu,Šeešdunna,,,,pl.n.,,,
LOC5632SefaSa,Šǝfaʿ Säʿat,,,,pl.n.,,,
LOC5633Sefsef,Šǝfšǝfit,,,,riv.,,,
LOC5634Segajj,Ṣǝgaǧǧa,Ṣǝgaga,,,reg.,,,
LOC5635Segara,Sǝgäräda,,,,pl.n.,,,
LOC5636Seglam,Sǝglamen,,,,pl.n.,,,
LOC5637SegwaQ,Sǝgwä Qal,,,,pl.n.,,,
