ID,Place,Place,Place,Coordinates,Type,Region,Texts related (lookup),MSS related (lookup)
LOC2805EgziHa,Ǝgziʾ Ḥasära,,,,pl.n.,,,
LOC2806Egziab,Ǝgziʾabǝḥer Ab,,,,church,,,
LOC2807Egziet,Ǝgziʾǝtǝnä Maryam,,,,church,Cyprus,,
LOC2808Egziet,Ǝgziʾǝtǝnä Maryam,,,,church,Mäqdäla,,
LOC2809ElBaha,ʿEl-Baḥay,,,,pl.n.,,,
LOC2810ElDar,ʿEl Där,Ceel Der,,,awr.,,,
LOC2811ElKare,ʿEl Käre,,,,awr./town,,,
LOC2812ElKurr,El Kurru,,,,pl.n.,,,
LOC2813ElMado,El Mädo,Ceel Medo,,,pl.n.,,,
LOC2814Ela,ʿEla,,,,pl.n.,,,
LOC2815ElaBar,ʿƎla Bärʿǝd,ʿƎla Bärʿidi,,,reg.,,,
LOC2816ElaSae,ʿƎla Ṣaʿǝda,,,,pl.n.,,,
LOC2817Elaia,Elaía,,,,is.,,,
LOC2818Elam,Elam,,,,reg.,,,
LOC2819Elat,Elat,,,,pl.n.,,,
LOC2820Eldebb,Eldǝbba,,,,pl.n.,,,
LOC2821EleGab,Ele Gabriel,,,,church,,,
LOC2822Elepha,Elephantine,,,,pl.n.,,,
LOC2823Eleuth,Eleutheropolis,,,,pl.n.,,,
LOC2824ElfenG,Ǝlfǝñ Gäbrǝʾel,,,,church,Addis Abäba,,
LOC2825ElfenG,Ǝlfǝñ Giyorgis,,,,church,Gondär,,
LOC2826Elgo,Elgo,,,,settl.,,,
LOC2827ElihAm,Ǝlih Amba,,,,pl.n.,,,
LOC2828Elija,Elija,,,,mon.,,,
LOC2829Ella,Ella,,,,wär.,,,
LOC2830EllaAd,Ǝllä Adbar,,,,mon.,,,
LOC2831Ellawe,Ǝllawǝz,,,,pl.n.,,,
LOC2832Ellemo,Ellemo Siddan,,,,pl.n.,,,
LOC2833EllihA,Ǝllih Amba,,,,pl.n.,,,
LOC2834Ellora,Ellora,,,,pl.n.,,,
LOC2835Elmolo,Elmolo,,,,lang.,,,
LOC2836Elo,Elo,,,,ethn.,,,
LOC2837Eloth,Eloṯ,Elaṯ,,,port,,,
LOC2838Emakin,Ǝmäkina,,,,mt.,,,
LOC2839Emakin,Ǝmäkina Gännätä Maryam,,,,church,,,
LOC2840Emakin,Ǝmäkina Lǝdätä Maryam,,,,church,,,
LOC2841Emakin,Ǝmäkina Mädḫane ʿAläm,,,,church,,,
LOC2842EmbaDe,Ǝmba Dǝrho,Embandero,,,settl.,,,
LOC2843EmbaFa,Ǝmba Fäqadu,,,,settl.,,,
LOC2844EmbaQa,Ǝmba Qälay,Ǝmba ǝlay,,,site,,,
LOC2845EmbaTa,Ǝmba Tälba,,,,site,,,
LOC2846EmbaTa,Ǝmba Täḵärra,,,,mt.,,,
LOC2847Embabo,Ǝmbabo,Imbaaboo,,,pl.n.,,,
LOC2848Embara,Ǝmbärämi,,,,settl.,,,
LOC2849Embatk,Ǝmbatkala,,,,pl.n.,,,
LOC2850Embeyt,Ǝmbǝyto,,,,pl.n.,,,
LOC2851Emi,Ǝmi,,,,pl.n.,,,
LOC2852Emkull,Ǝmkullu,Mǝnkullu,,,town,,,
LOC2853EmmaMe,Ǝmmä Mǝḥrät,,,,geog.,,,
LOC2854Emmame,Ǝmmämǝʾuz,Ǝmmämuz,,,mon.,,,
LOC2855EmnatK,Ǝmnät Krǝstos,,,,church,,,
LOC2856EmniSa,ʿƎmni Ṣällim,,,,pl.n.,,,
LOC2857Enanga,Ǝnangära,,,,pl.n.,,,
LOC2858Enar,Ǝnär,,,,awr.,,,
LOC2859EnarAm,Ǝnär Amanuʾel,,,,church,,,
LOC2860Enaraq,ʿƎnaräqan,,,,pl.n.,,,
LOC2861EncatK,Ǝnḉät Kab,,,,settl.,,,
LOC2862EndaAb,Ǝnda Abba Afṣe,,,,church,Yǝḥa,,
LOC2863EndaAb,Ǝnda Abba Aron,,,,mon.,,,
LOC2864EndaAb,Ǝnda Abba Ǝndrǝyas,,,,mon.,,,
LOC2865EndaAb,Ǝnda Abba Gäramlak,Ǝnda Abba Gäbrä Amlak,,,mon.,,,
LOC2866EndaAb,Ǝnda Abba Gärima,Däbrä Mädära,Betä Abba Gärima,,mon.,,,
LOC2867EndaAb,Ǝnda Abba Guna,,,,mon.,,,
LOC2868EndaAb,Ǝnda Abba Ḥadära,,,,church,,,
LOC2869EndaAb,Ǝnda Abba Mamas,,,,church,,,
LOC2870EndaAb,Ǝnda Abba Mäṭaʿ,,,,mon.,Säraye,,
LOC2871EndaAb,Ǝnda Abba änṭälewon,,,,arch. site,church,,
LOC2872EndaAb,Ǝnda Abba Sälama,Däbrä Mädḫanit,Däbrä Mǝśṭir; Ǝnda Abunä Sälama,,mon.,,,
LOC2873EndaAb,Ǝnda Abba Ṣǝḥma,,,,church,ʿAdwa,,
LOC2874EndaAb,Ǝnda Abba Ṭäʿǝmä Krǝstos,,,,mon.,,,
LOC2875EndaAb,Ǝnda Abba Täkle,,,,arch. site,,,
LOC2876EndaAb,Ǝnda Abbate Wäldä Yoḥannǝs,,,,church,,,
LOC2877EndaAr,Ǝnda Arägawi,Ǝnda Abunä Arägawi,,,church,,,
LOC2878EndaAb,Ǝnda Abunä Gäbrä Mäsqäl,,,,mon.,Šire,,
LOC2879EndaAb,Ǝnda Abunä Lǝbdǝyos,,,,mon.,,,
LOC2880EndaAb,Ǝnda Abunä Mänadlewos,,,,mon.,,,
LOC2881EndaAb,Ǝnda Abunä Märʿawi Krǝstos,Däbrä Abunä Märʿawi Krǝstos,,,mon.,Šire,,
LOC2882EndaAb,Ǝnda Abunä Yǝmʾata,,,,church,,,
LOC2883EndaAb,Ǝnda Abunä Zäkaryas,,,,mon.,,,
LOC2884EndaAs,Ǝnda Asmaʿa,,,,ethn.,,,
LOC2885EndaAz,Ǝnda Azmač Oqbit,,,,reg.,,,
LOC2886EndaCa,Ǝnda Ḉärqos,,,,arch. site,,,
LOC2887EndaEc,Ǝnda Ǝḉḉäge Kidanä Mǝḥrät,,,,church,,,
LOC2888EndaFe,Ǝnda Fǝqray,,,,ethn.,,,
LOC2889EndaGa,Ǝnda Gabǝr,,,,arch. site,,,
LOC2890EndaGa,Ǝnda Gäbrä Nazrawi,,,,church,,,
LOC2891EndaGa,Ǝnda Gäbrǝʾel,,,,church,ʿAdwa,,
LOC2892EndaJa,Ǝnda Ǧapan,,,,pl.n.,,,
LOC2893EndaGi,Ǝnda Giyorgis,,,,church,Fǝremona,,
LOC2894EndaGi,Ǝnda Giyorgis,,,,mon.,Laqamba,,
LOC2895EndaHa,Ǝnda Hazzäga s. HazzägaƎnda Iyäsus,,,,church,Aks.,,
LOC2896EndaIy,Ǝndä Iyäsus,,,,church,Aramo,,
LOC2897EndaIy,Ǝnda Iyäsus,,,,church,Ǝmba Dǝrho,,
LOC2898EndaIy,Ǝnda Iyäsus,Ǝndayäsus,,,church,Ǝndärta,,
LOC2899EndaIy,Ǝnda Iyäsus,,,,church,Sägli,,
LOC2900EndaIy,Ǝnda Iyäsus,,,,mon.,Wälqayt,,
LOC2901EndaKa,Ǝnda Kaleb,“Tomb of Kaleb”,,,arch. site,,,
LOC2902EndaKi,Ǝnda Kidanä Mǝḥrät,,,,church,ʿAdwa,,
LOC2903EndaKi,Ǝnda Kidanä Mǝḥrät,,,,church,Mäqälä,,
LOC2904EndaKi,Ǝnda Kidanä Mǝḥrät,,,,church,Yaʾid,,
LOC2905EndaKi,Ǝnda Kidanä Mǝḥrät,,,,mon.,Ǝndärta,,
LOC2906EndaKo,Ǝnda Korǝya,,,,pl.n.,Asmära,,
LOC2907EndaMa,Ǝnda Mädḫane ʿAläm,,,,church,ʿAdwa,,
LOC2908EndaMa,Ǝnda Mädḫane ʿAläm,Ǝnda Mäsqäl,,,church,Mäqälä,,
LOC2909EndaMa,Ǝnda Maḫbär,,,,mon.,,,
LOC2910EndaMa,Ǝnda Mäḥṣun,,,,mon.,,,
LOC2911EndaMa,Ǝnda Mäkwännǝn,Ǝnda Mäḫoni,Ǝnda Mäḵoni; Ǝnda Mähoni,,reg.,,,
LOC2912EndaMa,Ǝnda Maryam,,,,arch. site,Gulo Mäkäda,,
LOC2913EndaMa,Ǝnda Maryam,,,,church,Asmära,,
LOC2914EndaMa,Ǝnda Maryam,Ǝnda Mäsqäl,,,church,Gwǝnagwǝna,,
LOC2915EndaMa,Ǝnda Maryam,,,,church,Ham,,
LOC2916EndaMa,Ǝnda Maryam,Mälfa Ṣǝyon,,,church,Mälfa,,
LOC2917EndaMa,Ǝnda Maryam Ayräfäda,Dǝgum Maryam Ayräfäda,,,church,Gärʿalta,,
LOC2918EndaMa,Ǝnda Maryam Mägdälawit,,,,arch. site,,,
LOC2919EndaMa,Ǝnda Maryam Ṣǝyon,,,,church,ʿAdwa,,
LOC2920EndaMa,Ǝnda Maryam Ṣǝyon,,,,church,ʿƎdäga Ḥamus,,
LOC2921EndaMa,Ǝnda Maryam Wähabit,,,,mon.,,,
LOC2922EndaMa,Ǝnda Mäsqäl,,,,church,Ǝndärta,,
LOC2923EndaMi,Ǝnda Mikaʾel,,,,arch. site,,,
LOC2924EndaMi,Ǝnda Mikaʾel,,,,church,ʿAdwa,,
LOC2925EndaMi,Ǝnda Mikaʾel,,,,church,Aṣbi s. Däbrä Sälam Mikaʾel,,
LOC2926EndaMi,Ǝnda Mikaʾel,,,,church,Dǝbarwa,,
LOC2927EndaNe,Ǝnda Nǝguś,,,,pl.n.,Aks.,,
LOC2928EndaNe,Ǝnda Nǝhbi,,,,mt.,,,
LOC2929EndaPe,Ǝnda eṭros,,,,arch. site,,,
LOC2930EndaOn,Ǝnda ʿOna Libanos,,,,arch. site,,,
LOC2931EndaQe,Ǝnda Qǝddus Mikaʾel,,,,church,Ǧäffa,,
LOC2932EndaQe,Ǝnda Qǝddus Yoḥannǝs,,,,church,,,
LOC2933EndaRa,Ǝnda Rasi,,,,church,,,
LOC2934EndaSe,Ǝnda Śǝllase,,,,church,Bur,,
LOC2935EndaSe,Ǝnda Śǝllase,Däbrä Mǝʿǝwan,,,mon.,Akkälä Guzay,,
LOC2936EndaSe,Ǝnda Śǝllase,,,,mon.,Šire,,
LOC2937EndaSe,Ǝnda Śǝllase,,,,town,Šire,,
LOC2938endaSe,ǝnda Ṣǝllat,,,,church,,,
LOC2939EndaSe,Ǝnda Sǝmʿon,,,,arch. site,,,
LOC2940EndaTa,Ǝnda Täklä Haymanot,,,,arch. site,,,
LOC2941EndaYo,Ǝnda Yoḥannǝs Käma,,,,mon.,,,
LOC2942EndaZa,Ǝnda Zärʾa Buruk,,,,mon.,,,
LOC2943Endaga,Ǝndägäbṭän,Andāqābṭān,Ǝndä Gäbṭän; Anda Gabṭän,,reg.,,,
LOC2944Endaga,Ǝndägañ Qǝddus Mikaʾel,,,,church,,,
LOC2945Endali,ʿƎndäli,,,,riv.,,,
LOC2946Endane,Ǝndäne Kabasäne,,,,arch. site,,,
LOC2947Endart,Ǝndärta,Ǝntärta,Ǝntǝrta; Andärta,,reg.,,,
LOC2948Endebe,Ǝndǝbǝr,,,,town,,,
LOC2949Endege,“Ǝndegǝn”,,,,reg.,,,
LOC2950Endode,Ǝndode,,,,pl.n.,,,
LOC2951Enfraz,Ǝnfraz,Ǝmfraz,,,reg.,,,
LOC2952Enjiba,Ǝnǧibara,,,,pl.n.,,,
LOC2953EngorM,Ǝngor Märqorewos,,,,church,,,
LOC2954Enjori,Ǝnǧori,,,,pl.n.,,,
LOC2955Engula,Ǝngulä,,,,pl.n.,,,
LOC2956Engwal,Ǝngwälo,,,,mt.,,,
LOC2957Enkway,Ǝnkway,,,,riv.,,,
LOC2958Ennaba,Ǝnnäbäse,Ǝnäbse,Ǝnnäbǝsse,,pl.n.,,,
LOC2959Ennada,Ǝnnadäqqo,,,,pl.n.,,,
LOC2960Ennaga,Ǝnnägale,,,,reg.,,,
LOC2961Ennama,Ǝnnämay,,,,wär.,,,
LOC2962Ennamb,Ǝnnamblit,,,,reg.,,,
LOC2963Ennamo,Ǝnnämor,,,,reg.,,,
LOC2964Ennamo,Ǝnnämor and Ǝnär,Gunčure,,,wär.,,,
LOC2965Ennamo,Ǝnnamora,,,,mt.,,,
LOC2966Ennary,Ǝnnarya,[Ǝ]nnarʾǝt,Hinnario; Hinnaryo; Enarea,,kingdom,,,
LOC2967Ennary,Ǝnnarya Gibe,,,,riv.,,,
LOC2968Ennawa,Ǝnnäwari,,,fort,mt.,,,
LOC2969Ensala,Ǝnsälale,,,arch. site,settl.,,,
LOC2970Ensaro,Ǝnsaro,,,,riv.,,,
LOC2971Ensaro,Ǝnsaro,,,,wär.,,,
LOC2972Entebb,Entebbe,,,,pl.n.,,,
LOC2973Enticc,Ǝnṭiḉḉo,Ǝntä ṣew,Ǝntiḉäw,,reg.,,,
LOC2974Entone,Ǝnṭonǝs,,,is.,mon.,Ṭana,,
LOC2975Entone,Ǝnṭonǝs Iyäsus,,,,church,,,
LOC2976Entott,Ǝnṭoṭṭo,,,,kätäma,,,
LOC2977Entott,Ǝnṭoṭṭo,,,,mt.,,,
LOC2978Entott,Ǝnṭoṭṭo Elyas,,,,church,,,
LOC2979Entott,Ǝnṭoṭṭo Kidanä Mǝḥrät,,,,church,,,
LOC2980Entott,Ǝnṭoṭṭo Maryam,,,,church,,,
LOC2981Entott,Ǝnṭoṭṭo Raguʾel,,,,church,,,
LOC2982Entott,Ǝnṭoṭṭo Uraʾel,,,,church,,,
LOC2983EnZar,Ǝnžar,,,,town,,,
LOC2984Enzela,Ǝnzǝlal,,,,arch. site,,,
LOC2985Ephesu,Ephesus,,,,port,,,
LOC2986Erar,Erär,,,,town,,,
LOC2987Erar,Erär,,,,riv.,,,
LOC2988ErarKi,Erär Kimet,,,,arch. site,,,
LOC2989Erebet,Erebeti,,,,wär.,,,
LOC2990Erer,Erer,,,,pl.n.,,,
LOC2991Eritre,Eritrea,,,,"reg., state",,,
LOC2992ErkaTa,Ǝrka Täklä Haymanot,,,,church,,,
LOC2993ErtaAl,Erta ʿAle,,,,volcano,,,
LOC2994Erota,Ǝrota,,,,plateau,,,
LOC2995EcMaer,ʿƎḉ Maʿǝre,,,,pl.n.,,,
LOC2996Esatan,Ǝšätän,Aštän,Ašätän,,mt.,,,
LOC2997Esatan,Ǝšätän Maryam,Ašätän Maryam,,,church,,,
LOC2998EslamA,Ǝslam Amba,,,,pl.n.,,,
LOC2999EslamB,Ǝslam Bet,,,,pl.n.,,,
LOC3000Eslamg,Ǝslamge,,,,geog.,,,
LOC3001Esna,Esna,,,,pl.n.,,,
LOC3002Essen,Essen,,,,town,,,
LOC3003Essoyy,Ǝssoyyä Gola,,,,wär.,,,
LOC3004Essoyy,Ǝssoyyä Hǝǧirota,,,,reg.,,,
LOC3005Este,Ǝste,,,,town,,,
LOC3006EsteGa,Ǝste Gälawdewos,,,,church,,,
LOC3007ESyonG,ʿEṣyon Geber,,,,port,,,
LOC3008Etbay,Etbay,,,,pl.n.,,,
LOC3009Eteya,Ǝteya,,,,town,,,
LOC3010Ethiop,Ethiopia,,,,country,,,
LOC3011Etissa,Ǝtissa,Itissa,,,reg.,,,
LOC3012Etissa,Ǝtissa Däbrä Ṣǝllalǝš,Ǝtissa Täklä Haymanot,,,mon.,,,
LOC3013Euphra,Euphrates,,,,riv.,,,
LOC3014Europe,Europe,,,,reg.,,,
LOC3015Evora,Évora,,,,town,,,
LOC3016Ewha,Ewha,,,,district,,,
LOC3017EyeMah,Ǝye Maha,,,,arch. site,,,
LOC3018Eyl,Eyl,,,,town,,,
LOC3019Ewosta,Ewosṭatewos,,,,church,Gondär,,
LOC3020Fadasi,Fadasi,,,,reg.,town,,
LOC3021Fadis,Fadis,,,,settl.,,,
LOC3022Fadse,Fädse,,,,settl.,,,
LOC3023Fafan,Fafän,Tuug Faafan,,,riv.,,,
LOC3024Faffah,Faffahto,,,,mt.,,,
LOC3025Fagena,Fagena,,,,pl.n.,,,
LOC3026Fageta,Fageta,,,,pl.n.,,,
LOC3027Faji,Faǧi,,,,reg.,,,
LOC3028Fah,Faḥ,,,,pl.n.,,,
LOC3029Fahrad,Faḫraddīn,,,,mosque,,,
LOC3030Fala,Fala,,,,mt.,,,
LOC3031Falafe,Fälafǝl,,,,pl.n.,,,
LOC3032Falaga,Fälägä Nǝway,Sawla,,,pl.n.,,,
LOC3033Falaga,Fälägä Sälam,,,,wär.,,,
LOC3034Falasa,Fälaša Bet,,,,reg.,,,
LOC3035Fale,Fale,Falle,,,pl.n.,,,
LOC3036Falemm,Falǝmma,Karra Logoma,,,reg.,,,
LOC3037Famago,Famagōstā,Ammóchostos; Constantia,Famagusta; Magōşa; Salamis,,town,,,
LOC3038Famaka,Famaka,,,,town,,,
LOC3039Fanja,Fänǧa,,,,town,,,
LOC3040FanjaM,Fänǧa Maryam,,,,church,,,
LOC3041Fangus,Fanguso,,,,hill,,,
LOC3042Fantal,Fäntale,Fanta Ale,,,"mt., reg.",,,
LOC3043Fantar,Fänṭar,,,,pl.n.,,,
LOC3044FaqiDa,Fäqi Däbbis,,,,mosque,,,
LOC3045Faraja,Färäǧa,,,,pl.n.,,,
LOC3046Faraga,Färagäzañ[ä],,,,pl.n.,,,
LOC3047Faraqa,Faraqasa,,,,rel. site,,,
LOC3048Faras,Faras,Pharas,Pahoras,,pl.n.,,,
LOC3049FarasM,Färäs Meda,,,,pl.n.,,,
LOC3050Farasa,Farasān,,,,is.,,,
LOC3051Farfar,Farfar,,,,pl.n.,,,
LOC3052Farhen,Färhen,,,,plateau,,,
LOC3053Farist,Faristi,,,,mt.,,,
LOC3054Farobi,Färobiya,,,,reg.,Gindaʿ,,
LOC3055Farre,Farre,,,,pl.n.,,,
LOC3056Farta,Farṭa,,,,reg.,,,
LOC3057Fasaga,Fašaga,,,,pl.n.,,,
LOC3058Fashod,Fashoda,Kodok,Fāšōda,,town,,,
LOC3059Fasil,Fasil,,,,awr.,,,
LOC3060FasilA,Fasil Amba,,,,wär.,,,
LOC3061Fataga,Fäṭägar,Fäṣägar,,,reg.,,,
LOC3062Fatima,Fatima Eri,,,,port,,,
LOC3063Fatar,Fatar,,,,plain,,,
LOC3064Faw,Faw,,,,town,,,
LOC3065Faykun,Faykūn,,,,reg.,,,
LOC3066Fayyum,Fayyūm,,,,oasis,,,
LOC3067FazoGl,Fazoġli,Fazughli,Fazuġli,town,reg.,,,
LOC3068Fecce,Fǝčče,,,,town,,,
LOC3069Fejej,Feǧeǧ,,,,pl.n.,,,
LOC3070Fela,Fela,,,,mt.,,,
LOC3071Felweh,Fǝlwǝha,Fǝl Wǝha,,,pl.n.,,,
LOC3072Fenota,Fǝnotä Sälam,,,,pl.n.,,,
LOC3073Fentar,Fenṭaro,,,,reg.,,,
LOC3074FeqreG,Fǝqre Gǝmb,Fǝkkare Gǝmb,,,settl.,,,
LOC3075FeqreG,Fǝqre Gǝmb Giyorgis,,,,church,,,
LOC3076Feqya,Fǝqya,,,,arch. site,,,
LOC3077Ferafe,Fǝrafǝra,,,,riv.,,,
LOC3078Feremo,Fǝremona,May Gwaggwa,May Qaḥqǝḥa,,pl.n.,,,
LOC3079Ferfer,Ferfer,Feerfeer,,,reg.,,,
LOC3080Ferheb,Fǝrhǝba,,,,Aks.,,,
LOC3081Ferkut,Fǝrkut[t]a Kidanä Mǝḥrät,,,,church,,,
LOC3082Ferqab,Fǝrqabǝr,,,,pl.n.,,,
LOC3083Ferrar,Ferrara,,,,town,,,
LOC3084Fes,Fes,,,,town,,,
LOC3085FeSSeh,Fǝśśǝḥa Gännät,,,,town,,,
LOC3086Fezzan,Fezzan,,,,town,,,
LOC3087Fincaa,Finčaʾa,Finḉa,,,riv town,,,
LOC3088Finfin,Finfinnee,Birbirsa,,,pl.n.,,,
LOC3089Fiq,Fiq,,,,reg.,,,
LOC3090Firan,Firān,Pharán,,,valley,,,
LOC3091FitAbb,Fit Abbo,,,,church,,,
LOC3092FitBar,Fit Bär,,,,Gondär,,,
LOC3093Fiyamb,Fiyambiro,,,,town,,,
LOC3094Flakit,Flakit,,,,pl.n.,,,
LOC3095Flensb,Flensburg,,,,town,,,
LOC3096Floren,Florence,,,,town,,,
LOC3097Fode,Fōde,,,,pl.n.,,,
LOC3098Fogara,Fogära,,,,reg.,,,
LOC3099FoqaAw,Foqa Awaš,,,,pl.n.,,,
LOC3100Foro,Foro,,,,pl.n.,,,
LOC3101Forrob,Forrobiya,,,,quarter Asmära,,,
LOC3102Fortal,Fortaleza,,,,town,,,
LOC3103France,France,,,,country,,,
LOC3104Franch,Franchosa,,,,pl.n.,,,
LOC3105Freibu,Freiburg,,,,town,,,
LOC3106FunanB,Fuñan Bira,Funyaabirra,,,town,,,
LOC3107Fundur,Funduroo,Funduro,Fulduro; Famat,,is.,,,
LOC3108Fundur,Funduroo Arbaʿǝtu Ǝnsǝsa,,,,church,,,
LOC3109Funj,Funǧ,,,,reg.,,,
LOC3110Fura,Fura,Fure,Fare,,pl.n.,,,
LOC3111Furfur,Furfuro,,,,riv.,,,
LOC3112FuriMa,Furi Maryam,,,,church,,,
LOC3113Furse,Fursé,,,,pl.n.,,,
LOC3114Fursi,Fursi,,,,town,,,
LOC3115Fursi,Fursi,,,,wär.,,,
LOC3116alFust,al-Fusṭāṭ,,,,pl.n.,,,
LOC3117JaWeha,Ǧä Wǝha,,,,riv,,,
LOC3118Jaalle,Ǧaallee,,,,pl.n.,,,
LOC3119Gaalka,Gaalkaʿyo,,,,pl.n.,,,
LOC3120GaaraG,Gaara Guguu,,,,mt.,,,
LOC3121Jaarso,Ǧaarso,,,,reg.,,,
LOC3122Jaato,Ǧaato,,,,Maale chiefdom,,,
LOC3123Gaawoo,Gaawoo Qeebbee,,,,wär.,,,
LOC3124Gaayo,Gaayo,,,,well,,,
LOC3125Gab,Gäb,,,,reg.,,,
LOC3126Gaba,Gäba,,,,reg.,,,
LOC3127Gabaga,Gaba-galla-agär,,,,pl.n.,,,
LOC3128JabalB,Ǧabal Bangé,,,,pl.n.,,,
LOC3129JabalB,Ǧabal Barkal,Ǧebel Barkal,,,arch. site,,,
LOC3130Jabala,Ǧabal aṭ-Ṭayr,,,,shrine,,,
LOC3131JabalG,Ǧabal Gemi,,,,mt.,,,
LOC3132GabalG,Gabal Gule,,,,pl.n.,,,
LOC3133JabalH,Ǧabal Ḥobēš,,,,mt.,,,
LOC3134JabalL,Ǧabal Lubnān,,,,mon.,,,
LOC3135JabalM,Ǧabal Mara,,,,mt.,,,
LOC3136JabalM,Ǧabal Mokram,,,,arch. site,,,
LOC3137JabalQ,Ǧabal Qaylī,,,,arch. site,,,
LOC3138JabalS,Ǧabal Singār,,,,mt.,,,
LOC3139JabalT,Ǧabal Taqorba,,,,pl.n.,,,
LOC3140JabalW,Ǧabal Walād al-Baraq,,,,arch. site,,,
LOC3141alJaba,al-Ǧabalayn,,,,pl.n.,,,
LOC3142Jaball,Ǧäbälla,,,,mt.,,,
LOC3143Gabaon,Gäbaʿon,,,,reg.,,,
LOC3144GabarG,Gabar Guban,,,,pl.n.,,,
LOC3145Gabarg,Gäbärge,,,,reg.,,,
LOC3146Gabarm,Gäbärma,,,,Jesuit residence,,,
LOC3147Jabart,Ǧäbärti,,,,reg.,,,
LOC3148Jabart,Ǧabartī Ismāʿīl,,,,mosque,,,
LOC3149Gabaz,Gäbäz,GBZ,Gäbäza,,kingdom/port,,,
LOC3150Gabaza,Gäbäzä Mäsqäl,,,,church,,,
LOC3151Gabaza,Gäbäzä Taʿǝka,,,,church,,,
LOC3152Gabba,Gäbba,Geba,Gaba,,riv.,,,
LOC3153Gabba,Gabba,Gabba Illuu,,,reg.,,,
LOC3154Jabba,Ǧabba,,,,town,,,
LOC3155Gabbul,Gabbula,,,,pl.n.,,,
LOC3156Jabjab,Ǧabǧabe,Ǧaǧabe,,,riv.,,,
LOC3157Jabidu,Ǧäbidu,Ǧäbdu; Ǧäbiddu; Ǧäbidu; Meda,,,pl.n.,,,
LOC3158Gabla,Gabla,,,,mt.,,,
LOC3159Gablay,Gablaytu,,,,mt.,,,
LOC3160GabraM,Gäbrä Mäsqäl Tomb,,,,arch. site,,,
LOC3161GabreD,Gabre Darre,,,,pl.n.,,,
LOC3162Gabree,Gäbrǝʾel Qänäf,,,,church,Aks.,,
LOC3163Gabuli,Gabuli,,,,mt.,,,
LOC3164Gac,Gäč,,,,pl.n.,,,
LOC3165Gacit,Gačit,,,,kätäma,,,
LOC3166GadaAl,Gada ʿAle,,,,mt.,,,
LOC3167Gadab,Gadäb,,,,town,,,
LOC3168Gadab,Gädäb,,,,reg.,,,
LOC3169Gadam,Gadam,,,,mt.,,,
LOC3170Gadama,Gädamä Bäraqit,Gädamä Qaḥen,,,mon.,,,
LOC3171Gadama,Gädamä Bäres,,,,mon.,,,
LOC3172Gadama,Gädamä Bärqwaḥ,,,,mon.,,,
LOC3173Gadama,Gädamä Zäge,,,,mon.,,,
LOC3174Gadami,Gadami,,,,pl.n.,,,
LOC3175Gaddo,Gaddo,,,,pl.n.,,,
LOC3176Gadein,Gadein,,,,arch. site,,,
LOC3177Gadell,Gädǝllo,,,,pl.n.,,,
LOC3178Gademo,Gademota,,,,arch. site,,,
LOC3179Gadill,Gadillo,,,,reg.,,,
LOC3180Gado,Gado,,,,riv.,,,
LOC3181GadoGa,Gado Galama,,,,pl.n.,,,
LOC3182GaewaM,Gaʾǝwa Mäqabǝr,,,,pl.n.,,,
LOC3183Gafaga,Gäfägäf,,,,amba,,,
LOC3184Gafars,Gäfarsa,,,,riv.,,,
LOC3185Gafat,Gafat,,,,settl.,,,
LOC3186Gafe,Gäfe,,,,pl.n.,,,
LOC3187Jaffa,Ǧäffa,,,,pl.n.,,,
LOC3188Jafjaf,Ǧäfǧäfa,,,,reg.,,,
LOC3189Gafra,Gafra,,,,pl.n.,,,
LOC3190Gafu,Gāfu,,,,pl.n.,,,
LOC3191Gajera,Gäǧǝrät,Gäǧärät,,,settl.,,,
LOC3192Gaji,Gaǧi,,,,pl.n.,,,
LOC3193Jago,Ǧago,,,,arch. site,,,
LOC3194Jahjah,Ǧähǧäh,,,,pl.n.,,,
LOC3195Jahjah,Ǧähǧäh Giyorgis,,,,church,,,
LOC3196Gahtal,Gaḥtälay,,,,pl.n.,,,
LOC3197Galab,Gäläb,,,,settl.,,,
LOC3198Galaba,Gäläba,,,,reg.,,,
LOC3199Galaba,Gäläbäda,Gäläbbäda,,,reg.,,,
LOC3200Galaba,Gäläbäda Iyäsus,,,,church,,,
LOC3201Galams,Gälämso,Galamssoo,,,town,,,
LOC3202Jalan,Ǧaʿlān,,,,reg.,,,
LOC3203Galana,Galanaa,,,,riv.,,,
LOC3204Galati,Galaṭi,,,,pl.n.,,,
LOC3205Galati,Galatia,,,,reg.,,,
LOC3206Galato,Galaʿto,,,,pl.n.,,,
LOC3207Galawd,Gälawdewos Ḉäqla Mänzo,,,,church,,,
LOC3208Galawd,Gälawdewos Mäkanä Sämaʿǝt,,,,church,,,
LOC3209Galca,Galča,,,,mt.,,,
LOC3210JalduM,Ǧaldu-Mäḉḉa,,,,pl.n.,,,
LOC3211Galeti,Galeti,,,,riv.,,,
LOC3212GaliMa,Gālí Māḥa,,,,plain,,,
LOC3213Galibo,Galibordi Pass,,,,,,,
LOC3214Galila,Gälila,,,,is.,Ṭana,,
LOC3215Galila,Gälila,Gälila Täklä Haymanot,,,is.,Zway,,
LOC3216Galila,Gälila,,,,lake,,,
LOC3217Galila,Galila,,,,reg.,,,
LOC3218Galila,Gälila Iyäsus,,,,church,,,
LOC3219Galila,Gälila Täklä Haymanot,,,,church,,,
LOC3220Galila,Gälila Zäkaryas,,,,church,,,
LOC3221Galile,Galilee,,,,reg.,,,
