signature, title, work, edition/literature, record
            ,,,,
MHG-004,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
SSB-013b,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
NSM-007,Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
ETH-005,Dǝrsanä Gäbrǝʾel Homiliary for the feasts of St. Gabriel / Täʾamrä Gäbrǝʾel “Miracles of Gabriel” / Mälkǝʾa Gäbrǝʾel “Image of Gabriel”,,,
            ,,,,
QMB-002,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
DSM-015,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
SSB-013c,ʾArbaˤtu wängel “Four Gospels”,,,
            ,,,,
GKM-016,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
NSM-009,Mäṣḥafä täklil “Book of the Marriage Ritual”,,,
            ,,,,
GKM-015,Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
DZ-006,Mälkǝʾa gubaʾe “Collection of Images” / Collection of ʾarke-hymns,,,
            ,,,,
GMG-016,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
QMM-003,Säʿatat zä-lelit wä-zä-nägh “Horologium for the Night and the Morning Hours”,,,
            ,,,,
KTM-007,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
SSB-013d,Haymanotä ʾabäw “Faith of the Fathers”,,,
            ,,,,
QDGM-010,Gǝbrä ḥawaryat Acts of the Apostles / Pauline Epistles,,,
            ,,,,
QMM-001,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
SSB-012,Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
SSB-008,Täʾamrä Maryam Miracles of Mary / Miscellaneous texts,,,
            ,,,,
MHG-019,Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
QDS-001,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
GKM-010,Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Ṣälotä śǝryätä ḫaṭiʾat “Prayer of Absolution of Sins”,,,
            ,,,,
MHG-015,Mäṣḥafä krǝstǝnna “Book of the Christening”,,,
            ,,,,
MM-007,Mäṣḥafä krǝstǝnna “Book of the Christening”,,,
            ,,,,
MAKM-025,Mäṣḥafä ʾardǝʾǝt “Book of the Disciples” / Mälkǝʾa Gäbrä Mänfäs Qǝddus “Image of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
QMM-004,Säyfä mäläkot “Sword of Divinity” / Ǝgziʾabǝḥer zä-bǝrhanat ʾǝgziʾabǝḥer zä-śǝlṭanat... “God of Lights God of Powers...” / Ḥaḍurä mäsqäl “Rampart of the Cross”,,,
            ,,,,
MAC-005,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
GMG-018,Mäṣḥafä gǝnzät “Book of the Funeral Ritual,,,
            ,,,,
UM-045,Fragments of five various manuscripts,,,
            ,,,,
QMM-005,Mälkǝʾa Maryam “Image of Mary” / Mälkǝʾa Iyäsus “Image of Jesus” / Yǝweddǝsǝwwa mälaʾǝkt lä-Maryam… “The angels praise Mary…” / O rǝḫrǝḫtä ḥǝllina... “O tender-hearted...” / Sälam lä-śǝʿlǝki zä-yǝʾeddǝm lä-nǝṣṣare “Greeting to your icon which is pleasant to the sight…”,,,
            ,,,,
MM-008,Mäṣḥafä täklil “Book of the Marriage Ritual”,,,
            ,,,,
GMG-012,Zena nägäromu lä-śǝllase “Story of the Trinity” / Täʾamrihomu lä-ʾab wä-wäld wä-mänfäs qǝddus “Miracles of the Father and the Son and the Holy Spirit” / Mälkǝʾa śǝllase “Image of the Trinity”,,,
            ,,,,
SSB-009,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
QQM-013,Dawit “Psalter”,,,
            ,,,,
SDM-012,Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
UM-050,Fragments of ten various manuscripts,,,
            ,,,,
MY-026a,Gädlä Ṣadәqan [zä-Baräknaha] “Vita of the Righteous Ones [zä-Baräknaha]” / Mälkәʾa Ṣadәqan [zä-Baräknaha] “Image of the Righteous Ones [zä-Baräknaha]”,,,
            ,,,,
GMS-012,Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Ṣälotä śǝryätä ḫaṭiʾat “Prayer of Absolution of Sins”,,,
            ,,,,
MY-026b,Mälkәʾa ṣadәqan [zä-Baräknaha] “Image of the Righteous Ones [of Baräknaha]”,,,
            ,,,,
DZ-005,Collection of miniatures / Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
DD-019,Dǝggwa Antiphonary for the entire year / Mǝʿǝraf The Common of the Office / Mäwaśǝʾt Antiphonary for feasts and funeral service,,,
            ,,,,
DSM-008,Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
ETH-010,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
AP-040,Mäṣḥafä ʾaślәṭi Lectionary for the week / Barәkännä ʾәgziʾo… “Bless us O Lord…”,,,
            ,,,,
AP-013,Liturgical miscellanea,,,
            ,,,,
MA-003,Mäṣḥafä qǝddase Missal,,,
            ,,,,
QMA-001,Mäṣḥafä qǝddase Missal,,,
            ,,,,
MKL-020,Zena nägäromu lä-śǝllase “Story of the Trinity” / Täʾamrihomu lä-ʾab wä-wäld wä-mänfäs qǝddus “Miracles of the Father and the Son and the Holy Spirit” / Mälkǝʾa śǝllase “Image of the Trinity” / Dǝrsanä śǝllase “Homily of the Trinity”,,,
            ,,,,
AP-021,Mäṣḥafä krǝstǝnna “Book of the Christening” / Liturgical miscellanea,,,
            ,,,,
NSM-013,Sǝnkǝssar “Synaxarion” (the first half of the year),,,
            ,,,,
DZ-020,Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
AKM-020,Anaphora of Our Lady by St. Cyriacus of Behnesa / Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
KTM-013,Säʿatat zä-lelit wä-zä-nägh “Horologium for the Night and the Morning Hours”,,,
            ,,,,
SSB-003,Sinodos Senodos,,,
            ,,,,
MSM-009,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
AQG-007,Sinodos Senodos,,,
            ,,,,
MA-005,Nägärä Maryam “The Story of Mary”,,,
            ,,,,
BMA-002,Sǝnkǝssar “Synaxarion” (the first half of the year),,,
            ,,,,
AP-049a,Mälkǝʾa sämaʿtatä Ṗäraqliṭos “Image of the Martyrs of Ṗäraqliṭos”,,,
            ,,,,
ETH-001,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
GMG-011,Täʾamrä Maryam Miracles of Mary / Täʾamrä Mikaʾel Miracles of Michael / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus,,,
            ,,,,
DD-024,Dǝggwa Antiphonary,,,
            ,,,,
UM-010,Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Ṣälotä śǝryätä ḫaṭiʾat “Prayer of Absolution of Sins”,,,
            ,,,,
ATH-007,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
TNY-023,Gädlä Kiros “Vita of Kiros”,,,
            ,,,,
ATH-008,Täʾamrä Maryam Miracles of Mary / Täʾamrä ʾIyäsus Miracles of Jesus / Täʾamrä Mikaʾel Miracles of Michael / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus,,,
            ,,,,
DD-041,Śǝrʿatä mǝnkwǝsǝnna “The Order of the Monastic Profession”,,,
            ,,,,
MMA-012,Täʾamrä Maryam “Miracles of Mary” / Täʾamrä Gäbrä Mänfäs Qǝddus Miracles of Gäbrä Mänfäs Qǝddus / Täʾamrä Mikaʾel “Miracles of Michael” / Täʾamrä Giyorgis “Miracles of George” / Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
DMD-007,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
ATH-005,Sǝnkǝssar “Synaxarion” (the second half of the year),,,
            ,,,,
DD-040,Mäṣḥafä ʾIsayǝyyas “Book of Isaiah” / Mäṣḥafä mǝssale “Book of Proverbs” / Ṭǝbäbä Sälomon “Wisdom of Solomon” / Qalä Mäkbǝb “Word of Ecclesiastes” / Mäṣḥafä ʾIyob “Book of Job”,,,
            ,,,,
GMS-014,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
MKL-015,Homily by Rǝtuʿa Haymanot on the Four Living Creatures / Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael / Täʾamrä Mikaʾel Miracles of Michael / Nǝgǝränni sǝmäkä … Tell me your name …,,,
            ,,,,
QDGM-013,Gädlä Kiros “Vita of Kiros”,,,
            ,,,,
MBAE-016,Gädlä Kiros “Vita of Kiros”,,,
            ,,,,
TKMG-012,Gädlä Kiros “Vita of Kiros” / Krǝstos zä-bezawinä zä-rägäzuki bä-rämḫ bä-mälǝʿltä mäsqäl... “Christ you who are our Redemptor you who they pierced with a spear on the cross...” / Mǝśṭirä ṣǝgeyat “Mystery of the Flowers” / Ṣalotä ˤǝṭan “Prayer of Incense” / Commemorative notice and ʾarke-hymn dedicated to St. Roch / Prayer of Susǝnyos / Excerpt from ʾAsmat zä-Sälomon-prayer / Mäṣḥafä nuzaze “Book of Confession”,,,
            ,,,,
KTM-001,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
MM-002,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
DD-042,Zena ʾAyhud “History of the Jews” / Apostolic Epistles / Tǝrgwame ʾAbräksis Сommentary on the Acts of the Apostles / Homily by John Chrysostom on the Lord's Prayer / Ḥasabä säʿatat Computus,,,
            ,,,,
MMA-011,Homily by Theodotus of Ancyra on the commemoration of St. George for the 23th of Miyazya / Gädlä Giyorgis “Vita of George” / Täʾamrä Giyorgis “Miracles of George”,,,
            ,,,,
MCM-003,Mäṣḥafä krǝstǝnna “Book of the Christening”,,,
            ,,,,
MKL-002,Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
MCM-005,Dawit “Psalter”,,,
            ,,,,
ATH-010,Mäftәḥe śәray “Undoing of Charms”,,,
            ,,,,
MKL-003,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
GMS-005,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
QQM-003,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
MKL-004,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
MQM-013,Mäṣḥafä gәṣṣәw Lectionary for the week / Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
MQM-015,Mäṣḥafä ʾAbrǝham “Book of Abraham” / Täʾamrä Śǝllase “Miracles of the Trinity”,,,
            ,,,,
GMS-018,Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
MHG-007,Mäṣḥafä gәṣṣәw Lectionary for the entire year,,,
            ,,,,
SDM-016,Mäṣḥafä ʾaslәṭi Lectionary for the entire year,,,
            ,,,,
BGY-013,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
GMS-007,Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Ṣälotä śǝryätä ḫaṭiʾat “Prayer of Absolution of Sins”,,,
            ,,,,
KAE-001,Homily by Rǝtuʿa Haymanot on the Four Living Creatures / Mälkǝʾa zä-ʾarbaʿtu ʾǝnsǝsa “Image of the Four Living Creatures” (I) / Commemorative notices and ʿarke-hymns dedicated to the Four Living Creatures and ʾAfnin / ʾArke-hymn for Cherub / Mälkǝʾa zä-ʾarbaʿtu ʾǝnsǝsa “Image of the Four Living Creatures” (II) / Gädlä Kiros “Vita of Kiros” / Mälkǝʾa Kiros “Image of Kiros” / Mälkǝʾa Qirqos “Image of Cyricus / Homily by the Patriarch of Constantinople on the Four Living Creatures for the 8th of Ḥǝdar / Mälkǝʾa zä-ʾarbaʿtu ʾǝnsǝsa “Image of the Four Living Creatures” (III) / ʾO kirubʾel wä-surafʾel ʾǝllä ʾǝmǝnekkǝmu ʾarbaʿtu ʾǝnsǝsa... “Oh Cherub and Seraph you who are from the Four Living Creatures...”,,,
            ,,,,
MMA-002,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
DMA-005,Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
DMA-007,Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
QDS-011,Gädlä Gäbrä Nazrawi zä-Däbrä Qäwät Vita of Gäbrä Nazrawi of Däbrä Qäwät / Täʾamrä Gäbrä Nazrawi zä-Däbrä Qäwät Miracles of Gäbrä Nazrawi of Däbrä Qäwät / Gädlä Yoḥannәs zä-Däbrä Qäwät Vita of Yoḥannәs of Däbrä Qäwät / Mälkǝʾa Gäbrä Nazrawi zä-Däbrä Qäwät Image of Gäbrä Nazrawi of Däbrä Qäwät,,,
            ,,,,
DMA-010,Täʾamrä Maryam Miracles of Mary / Excerpt from a lectionary,,,
            ,,,,
NSM-015,Täʾamrä Zärʾa Buruk “Miracles of Zärʾa Buruk” / Mälkǝʾa Zärʾa Buruk “Image of Zärʾa Buruk”,,,
            ,,,,
GMS-003,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
QMB-007,Collection of sälam-hymns and sǝbḥat-praises,,,
            ,,,,
MM-005,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
MHG-013,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
MM-011,Gädlä ḥawaryat Apocryphal Acts of the Apostles,,,
            ,,,,
QQM-006,Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Ṣälotä śǝryätä ḫaṭiʾat “Prayer of Absolution of Sins”,,,
            ,,,,
QQM-004,Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
QQM-010,Dawit “Psalter”,,,
            ,,,,
QDS-007,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael / Maḫletä ṣǝge Canticle of the Flower,,,
            ,,,,
QQM-008,Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
QQM-012,Dawit “Psalter”,,,
            ,,,,
UM-046,Fragments of four various manuscripts,,,
            ,,,,
QQM-014,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
SDM-003,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
SDM-002,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
QQM-020,Mälkǝʾa ʿAbiyä ʾƎgziʾ “Image of ʿAbiyä ʾƎgziʾ” / Mälkǝʾa Iyäsus “Image of Jesus” / Mälkǝʾa Täklä Haymanot “Image of Täklä Haymanot” / Sǝbḥatä fǝqur zä-Mikaʾel “Praise of the Beloved for Mikaʾel”,,,
            ,,,,
GBI-007,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
SDM-009,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
QQM-007,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael / Mälkǝʾa Mikaʾel Image of Michael,,,
            ,,,,
SDM-008,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
MHG-010,Anaphora of St. Dioscorus of Alexandria / Yǝweddǝsǝwwa mälaʿǝkt... “The angels praise Her...” / ʾAkkonu bǝʾǝsi... “Does not the man...” / Täʾamrä Maryam “Miracles of Mary” / Excerpt from Säʿatat “Horologium” / Tǝmhǝrtä ḫǝbuʾat “Teaching of Mysteries” / Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota Prayer of Our Lady Mary on Mount Golgotha on the 21st of Säne / Excerpt from Mäṣḥafä ṭomar “Book of the Letter” / Ḥaṣurä mäsqäl “Rampart of the Cross”,,,
            ,,,,
SDM-004,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
QQM-016,Dawit “Psalter”,,,
            ,,,,
MCM-004,Gädlä ḥawaryat Apocryphal Acts of the Apostles,,,
            ,,,,
SDM-023,Mälkǝʾa wǝddase Maryam “Image of Praise of Mary” / Mälkǝʾa ʿanqäṣä bǝrhan “Image of the Gate of Light” / Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota Prayer of Our Lady Mary on Mount Golgotha on the 21st of Säne / Säʾalnakä mäḥari... “We have asked You the Merciful One...”,,,
            ,,,,
UM-055,Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Mäṣḥafä qedär “Book of the Jar” / Mäṣḥafä krǝstǝnna “Book of the Christening”,,,
            ,,,,
DMA-013,Mäṣḥafä ʾaślәṭi Lectionary for the entire year,,,
            ,,,,
BMA-003,Nägärä Maryam “The Story of Mary”,,,
            ,,,,
QQM-009,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
MHG-022a,Dәrsanä sänbätä krǝstiyan “Homily on the Sabbath of Christians”,,,
            ,,,,
SDM-006,Mäṣḥafä krǝstǝnna “Book of the Christening”,,,
            ,,,,
MGM-015,Mäṣḥafä krǝstǝnna “Book of the Christening” / Excerpt from a lectionary / Täʾamrä Maryam “Miracles of Mary”,,,
            ,,,,
UM-009,Gädlä Qirqos Vita of Cyricus / Täʾamrä Qirqos Miracles of Cyricus,,,
            ,,Gädlä Qirqos Vita of Cyricus”,,
,,,literature,A. Dillmann “Über die apokryphen Märtyrergeschichten des Cyriacus mit Julitta und des Georgius” Sitzungsberichte der königlich preussischen Akademie der Wissenschaften zu Berlin. 28. April. Sitzung der philosophisch-historischen Classe Berlin 1887 339-356.
                    ,,,literature,BHO 193-195.
                    ,,,literature,BudSaint II 1130-1131.
                    ,,,literature,ColSyn IX 106-111.
                    ,,,literature,E. Sengal “Poemetto amarico in onore di San Quirico” Studi Etiopici raccolti da C. Conti Rossini Roma 1954 (= RSE 4 1944-1945 [1946]) 41-58.
                    ,,,literature,EAE IV “Qirqos”.
                    ,,,literature,G. Fiaccadori “Nuova iscrizione Greca da Aksum” Parola del Passato 62 2007 70-76.
                    ,,,literature,J. Habbi “Ciriaco (Quiryaqos) e Giulietta (Yolete)” in: EncSan 491.
                    ,,,literature,T. Orlandi “Cyriacus and Julitta Saints” in: CE III 671.
                    ,,,literature,BHG 111-112.
                    ,,Täʾamrä Qirqos “Miracles of Cyriacus”,,
,,,edition,S. GRÉBAUT “Un nouveau recueil des miracles de l’enfant Cyriaque” Aethiopica 3 1935 33-36 85-91.
                    ,,,edition,S. GRÉBAUT “Les miracles du saint enfant Cyriaque” ROC 18 (1913) 419-423; 19 (1914) 93-97; 20 (1915-1917) 106-109 129-132; 21 (1918-1919) 409-411; 25 (1925-1926) 187-195.
                    UM-041,Gädlä Qirqos Vita of Cyricus,,,
            ,,Gädlä Qirqos “Vita of Cyricus,,
,,,literature,A. DILLMANN “Über die apokryphen Märtyrergeschichten des Cyriacus mit Julitta und des Georgius” Sitzungsberichte der königlich preußischen Akademie der Wissenschaften zu Berlin. 28. April. Sitzung der philosophisch-historischen Classe Berlin 1887 339-356;
                    ,,,literature,BHO 193-195;
                    ,,,literature,BSaint II 1130-1131;
                    ,,,literature,ColSyn IX 106-111;
                    ,,,literature,E. SENGAL “Poemetto amarico in onore di San Quirico” in: Studi Etiopici raccolti da C. Conti Rossini Roma 1945 (= RSE 4 1944-1945 [1946]) 41-58.
                    ,,,literature,EAE IV “Qirqos”;
                    ,,,literature,G. FIACCADORI “Nuova iscrizione Greca da Aksum” Parola del Passato 62 2007 70-76;
                    ,,,literature,J. HABBI “Ciriaco (Quiryaqos) e Giulietta (Yolete)” in: EncSan 491;
                    ,,,literature,S. GRÉBAUT “Les miracles du saint enfant Cyriaque” ROC 18 (1913) 419-423; 19 (1914) 93-97; 20 (1915-1917) 106-109 129-132; 21 (1918-1919) 409-411; 25 (1925-1926) 187-195;
                    ,,,literature,T. ORLANDI “Cyriacus and Julitta Saints” in: CE III 671;
                    ,,,literature,BHG 111-112;
                    MAC-007,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
MQM-016,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
DD-043,Täʾamrä Maryam “Miracles of Mary / Wǝddase ʾamlak “Praise of God” / Ṣälotä nädära ʾAsmat-prayer against a disease called nädära caused by the evil eye / Ǝgziʾabǝḥer zä-bǝrhanat ʾǝgziʾabǝḥer zä-śǝlṭanat... “God of Lights God of Powers...”,,,
            ,,,,
DSM-018,Dәrsanä sänbätä krǝstiyan “Homily on the Sabbath of Christians” / Mälkǝʾa sänbätä krǝstiyan “Image of the Sabbath of Christians” / Mäṣḥafä ṭomar “Book of the Letter (from Heaven)”,,,
            ,,,,
ATH-009,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
MA-004,Wǝddase Maryam “Praise of Mary” / Mäwaśǝʾt zä-fälasǝyan Antiphonary for the hermits / Mǝʿǝraf The Common of the Office / Dǝggwa Antiphonary,,,
            ,,,,
SDM-005,Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
MAC-001,Täʾamrä Maryam Miracles of Mary / Täʾamrä Mikaʾel Miracles of Michael,,,
            ,,,,
MGM-004,Pauline Epistles / Gǝbrä ḥawaryat Acts of the Apostles / Apostolic Epistles / Raʾǝyä Yoḥannǝs Revelation of John,,,
            ,,,,
SDM-015,Täʾamrä Maryam Miracles of Mary / Täʾamrä ʾIyäsus Miracles of Jesus / Täʾamrihomu lä-ʾab wä-wäld wä-mänfäs qǝddus “Miracles of the Father and the Son and the Holy Spirit” / Täʾamrä Mikaʾel Miracles of Michael,,,
            ,,,,
MGM-010,Mǝʿǝraf The Common of the Office / ʾƎsebbǝḥ ṣäggaki ʾo-mǝlǝʾtä ṣägga... “I praise Your grace o full of grace…” / ʾƎmmä-bo bǝʾǝsi ʾǝm-mǝʾǝmänan…”If there is a man from the faithful…” / Mälkǝʾa wǝddase Maryam “Image of Praise of Mary” / Ṣälotä haymanot / Dǝggwa Antiphonary / Zǝmmare Eucharistic hymns,,,
            ,,,,
DSM-020,Mäṣḥafä täklil “Book of the Marriage Ritual”,,,
            ,,,,
DD-047,Gädlä Qirqos “Vita of Cyricus” / Dǝrsanä kidanä mǝḥrät “Homily of the Covenant of Mercy” / Gädlä Zä-Mikaʾel ʾArägawi Vita of Zä-Mikaʾel ʾArägawi / Discourse by John Chrysostom on the life and decollation of John the Baptist / Homily by John Chrysostom on the glory of John the Baptist / Homily by John of Constantinople on the Four Living Creatures for the 8th of Ḥǝdar / Homily by an anonymous author for the commemoration of the Four Living Creatures and the Twenty-Four Heavenly Priests / Homily by an anonymous author for the commemoration of the angels Michael and Gabriel the Twenty-Four Heavenly Priests and the Four Living Creatures for the 12th of Ḥǝdar and Säne / Täʾamrä Gäbrǝʾel “Miracles of Gabriel” / Täʾamrä Rufaʾel “Miracles of Raphael”,,,
            ,,,,
DSM-005,Sǝnkǝssar “Synaxarion” (the second half of the year),,,
            ,,,,
QQM-018,Mäṣḥaf lä-täzkarä mädḫane ʿaläm “Book for the Commemoration of the Saviour of the World” / Mälkǝʾa mädḫane ʿaläm “Image of the Saviour of the World”,,,
            ,,,,
UM-035,Yä-ʿUra Mäsqäl däbdabbe Land-charter of ʿUra Mäsqäl,,,
            ,,Berlin,,
,,,edition,Köln
                    ,,,literature,Bonn
                    MGM-001,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
QMA-005,Ṣälotä kidan zä-śälästu gizeyat “Covenant Prayer of the Three Hours” / Excerpt from the Ordinary of the Mass / Anaphora of Our Lord Jesus Christ / Tǝmhǝrtä ḫǝbuʾat “Teaching of Mysteries” / ʾƎgziʾabǝḥer zä-bǝrhanat ʾǝgziʾabǝḥer zä-śǝlṭanat... “God of Lights God of Powers...” / Mälkǝʾa śǝllase “Image of the Trinity” / Säyfä śǝllase “Sword of the Trinity,,,
            ,,,,
MGM-005,Sǝnkǝssar “Synaxarion” (the first half of the year),,,
            ,,,,
SDM-020,Mäftәḥe śәray “Undoing of Charms”,,,
            ,,,,
MGM-009,Sǝnkǝssar “Synaxarion” (the second half of the year),,,
            ,,,,
DDM-004,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
MGM-008,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
MGM-008a,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
DD-048,Filkǝsyos Book of Philoxenus of Mabbogh,,,
            ,,,,
MQM-001,Täʾamrä Gäbrä Mänfäs Qǝddus Miracles of Gäbrä Mänfäs Qǝddus / Täʾamrä Maryam Miracles of Mary / Täʾamrä ʾIyäsus Miracles of Jesus / ʾAkkonu bǝʾǝsi... Does not the man...,,,
            ,,,,
DD-049,Filkǝsyos Book of Philoxenus of Mabbogh,,,
            ,,,,
NSM-006,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
DMA-002,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
AQG-005,Gädlä sämaʿtat Vitae of Saints and Martyrs (for the months from Taḫśaś to Näḥase),,,
            ,,,,
MQM-018,Dǝggwa Antiphonary for the entire year / Mǝʿǝraf The Common of the Office,,,
            ,,,,
DD-010,Täʾamrä Maryam Miracles of Mary / Täʾamrä Gäbrä Mänfäs Qǝddus Miracles of Gäbrä Mänfäs Qǝddus,,,
            ,,,,
BGY-003,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
MMA-003,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
KTM-002,Täʾamrä Maryam Miracles of Mary / Täʾamrä ʾIyäsus Miracles of Jesus / Täʾamrä Täklä Haymanot Miracles of Täklä Haymanot,,,
            ,,,,
DDM-008,Sǝnkǝssar “Synaxarion” (the first half of the year),,,
            ,,,,
BGY-012,Discourse by John Chrysostom on the Life and Decollation of John the Baptist / Commemorative notice from the Sǝnkǝssar on the apparition of the bodies of John the Baptist and Prophet Elijah for the 2nd of Säne / Homily by John Chrysostom on the glory of John the Baptist / Täʾamrä Yoḥannǝs Mäṭmǝq “Miracles of John the Baptist”,,,
            ,,,,
DMB-004,Sǝnkǝssar “Synaxarion” (the second half of the year),,,
            ,,,,
BGY-002,Fәtḥa nägäśt “Justice of the Kings”,,,
            ,,,,
MA-010,Zena nägäromu lä-śǝllase “Story of the Trinity” / Täʾamrihomu lä-ʾab wä-wäld wä-mänfäs qǝddus “Miracles of the Father and the Son and the Holy Spirit,,,
            ,,,,
DDM-005,Dәrsanä Rufaʾel “Homily on Raphael” / Täʾamrä Rufaʾel “Miracles of Raphael”,,,
            ,,,,
DMA-009,Täʾamrä Maryam Miracles of Mary / Täʾamrä Mikaʾel Miracles of Michael / Täʾamrä Gäbrä Mänfäs Qǝddus Miracles of Gäbrä Mänfäs Qǝddus,,,
            ,,,,
QMM-008,Mǝʿǝraf The Common of the Office,,,
            ,,,,
MGM-016,Gädlä Zä-Mikaʾel ʾArägawi Vita of Zä-Mikaʾel ʾArägawi / Ṭǝntä lǝdätomu lä-mänäkosat Origin of the Monks / Täʾamrä Zä-Mikaʾel ʾArägawi Miracles of Zä-Mikaʾel ʾArägawi,,,
            ,,,,
GMG-013,Dǝrsan maḥyawi “The Life-Giving Homily” / Mälkǝʾa mädḫane ʿaläm “Image of the Saviour of the World”,,,
            ,,,,
DMA-013a,Zǝmmare Eucharistic hymns / Mäwaśǝʾt Antiphonary for feasts and funeral service,,,
            ,,,,
